,term,score
0,cera,10.254268770090183
1,scusa,9.581324296847757
2,alessandro,9.078695440285944
3,ha,7.080021609981678
4,mastachino,6.736572297479192
5,formassi,6.736572297479192
6,raccornando,6.736572297479192
7,mandarvelo,6.736572297479192
8,mandandovi,6.736572297479192
9,standomi,6.736572297479192
10,avuto,6.605170185988092
11,scriverle,6.331107189371028
12,accomodarsi,6.331107189371028
13,gesso,6.331107189371028
14,bisogna,6.251308769669935
15,cavallino,6.043425116919247
16,maximo,6.043425116919247
17,finirlo,6.043425116919247
18,coda,6.043425116919247
19,indugiato,6.043425116919247
20,mandarli,6.043425116919247
21,stampar,5.820281565605037
22,pigliando,5.820281565605037
23,ei,5.820281565605037
24,comparso,5.820281565605037
25,sollecitato,5.820281565605037
26,messer,5.64450505417161
27,legno,5.637960008811082
28,vittore,5.637960008811082
29,saperlo,5.483809328983824
30,amici,5.235070245333439
31,continovamente,5.232494900702918
32,procaccio,5.232494900702918
33,gamba,5.232494900702918
34,doveva,5.232494900702918
35,pregato,5.232494900702918
36,cassetta,5.232494900702918
37,gle,5.232494900702918
38,durato,5.031824205240767
39,ancorché,5.031824205240767
40,indisposizione,5.031824205240767
41,sagrestia,4.944812828251137
42,faresti,4.8647701205776
43,tela,4.8647701205776
44,maestro,4.838168367885763
45,dalli,4.790662148423879
46,avanti,4.721669276936927
47,li,4.5528557670827166
48,settimane,4.539347720142972
49,1567,4.539347720142972
50,vogliono,4.539347720142972
51,lo,4.43723077635423
52,costà,4.433987204485146
53,pur,4.429567440860303
54,cavallo,4.385197040315714
55,venissi,4.385197040315714
56,mancato,4.385197040315714
57,raccomanda,4.385197040315714
58,avervi,4.3386770246808215
59,abbino,4.294225262109988
60,rispetto,4.1338826120348084
61,tempi,4.1338826120348084
62,michelagnolo,4.097514967863933
63,volessi,4.062423648052663
64,bernardo,3.995732273553991
65,dicembre,3.933211916572657
66,quale,3.7847704220412015
67,aria,3.740840023925201
68,potuto,3.645529844120876
69,aiuti,3.601078081550042
70,tanto,3.5127924217352895
71,somma,3.47847575945771
72,amatemi,3.4594275644870156
73,quasi,3.3866682102045873
74,fuori,3.3353749158170367
75,voi,3.3290567505085855
76,quel,3.2979519244936157
77,venuto,3.2865847516476046
78,visto,3.2553322081435003
79,bartoli,3.139260036890746
80,scrivo,3.1256543848349674
81,venezia,3.112231364502827
82,piacere,3.098986137752806
83,finita,3.0859140561854534
84,ma,3.0816830394125128
85,vostro,3.0162821167906433
86,venire,2.9299098077088725
87,abbi,2.9299098077088725
88,fatica,2.907930900990097
89,voglia,2.8971199848858813
90,cosimo,2.8758425864385964
91,più,2.841812585193084
92,dice,2.8345996279045473
93,magnifico,2.769428328006251
94,facci,2.76628038392707
95,state,2.7201892767268028
96,arò,2.693521029644642
97,oggi,2.6847873496758874
98,vostre,2.6339289324423962
99,fo,2.6175351226667196
100,vero,2.6175351226667196
101,lettere,2.6175351226667196
102,dato,2.5318796780882256
103,osservandissimo,2.524444699600708
104,sano,2.495245544908445
105,resto,2.480959587660969
106,tutte,2.4738924204378767
107,egli,2.4058389571928607
108,mai,2.386294361119891
109,credo,2.3798634707896005
110,casa,2.3798634707896005
111,qualche,2.35454566280531
112,senza,2.342123142806753
113,aver,2.335969277232375
114,qua,2.3237740041385564
115,modo,2.311725665622382
116,nella,2.264933504115623
117,caro,2.220233325197716
118,poco,2.146515749301149
119,opera,2.1214517806379325
120,chi,2.1165134989973495
121,gran,2.0360919316867756
122,però,2.027042096166858
123,so,2.0225477065790187
124,ancora,2.0091844787668514
125,nel,2.0047694605577346
126,mia,1.7667589979031912
127,sia,1.7598385550586175
128,suo,1.74954686902207
129,far,1.7159866725297679
130,sono,1.6676680952589604
131,dio,1.6676680952589604
132,cosa,1.5949087409765321
133,cose,1.5689332545732715
134,questa,1.527086144637771
135,me,1.500130334649243
136,un,1.4921832729567108
137,altro,1.4895482253187058
138,alli,1.468714138415864
139,tutto,1.468714138415864
140,sua,1.4307829160924543
141,questo,1.3918485581169995
